# DICHROIC = D55
# HA = +00:42:04.9
# ANGLE = 27 deg  17 min
# OBSERVER = jan van roestel
# OBSLST = 04:21:01.5
# OBJECT = ZTFJ19acblzux
# CASSPA = 15.00
# PARALLAC = 13.84
# HOURANG = W00:42:04.9
# CCDTEMP = 161.64
# LAMPS = 0000000
# RA = 03:37:57.91
# GRATING = 600/4000
# APERTURE = 1.0
# TELFOCUS = 43.57 mm
# AIRMASS = 1.296
# DEC = -04:59:31.6
# UTSHUT = 2019-10-01T11:28:50.525
# EXPTIME = 2400
lambda_AA flux
4989.050 1.2217e-16
4990.575 1.1888e-16
4992.100 1.212e-16
4993.625 1.1493e-16
4995.150 1.144e-16
4996.675 1.1688e-16
4998.200 1.1938e-16
4999.725 1.1808e-16
5001.250 1.1312e-16
5002.775 1.1404e-16
5004.300 1.1697e-16
5005.825 1.0765e-16
5007.350 1.0293e-16
5008.875 1.0421e-16
5010.400 1.0957e-16
5011.925 1.0852e-16
5013.450 1.0138e-16
5014.975 1.0138e-16
5016.500 1.0774e-16
5018.025 1.0158e-16
5019.550 1.0093e-16
5021.075 1.0063e-16
5022.600 9.799e-17
5024.125 8.9092e-17
5025.650 8.7027e-17
5027.175 9.5435e-17
5028.700 9.4873e-17
5030.225 8.5767e-17
5031.750 8.9263e-17
5033.275 8.7512e-17
5034.800 8.4716e-17
5036.325 9.0132e-17
5037.850 8.6752e-17
5039.375 8.6354e-17
5040.900 7.8466e-17
5042.425 8.753e-17
5043.950 8.4159e-17
5045.475 8.4907e-17
5047.000 8.5558e-17
5048.525 8.395e-17
5050.050 8.8598e-17
5051.575 8.8551e-17
5053.100 8.8286e-17
5054.625 8.8646e-17
5056.150 9.3765e-17
5057.675 9.046e-17
5059.200 8.7967e-17
5060.725 9.4158e-17
5062.250 9.3243e-17
5063.775 9.2338e-17
5065.300 9.2586e-17
5066.825 8.9992e-17
5068.350 8.0742e-17
5069.875 9.1341e-17
5071.400 9.1033e-17
5072.925 9.7781e-17
5074.450 9.8633e-17
5075.975 9.312e-17
5077.500 1.013e-16
5079.025 1.0053e-16
5080.550 9.9224e-17
5082.075 1.0142e-16
5083.600 1.0777e-16
5085.125 1.0261e-16
5086.650 1.002e-16
5088.175 9.9136e-17
5089.700 9.8649e-17
5091.225 9.4179e-17
5092.750 9.6623e-17
5094.275 9.3676e-17
5095.800 9.9895e-17
5097.325 9.7305e-17
5098.850 9.9201e-17
5100.375 9.925e-17
5101.900 1.0025e-16
5103.425 1.0049e-16
5104.950 1.0232e-16
5106.475 1.0095e-16
5108.000 9.6875e-17
5109.525 1.0526e-16
5111.050 1.0362e-16
5112.575 9.4985e-17
5114.100 9.2953e-17
5115.625 9.6081e-17
5117.150 1.0448e-16
5118.675 1.0553e-16
5120.200 9.4546e-17
5121.725 9.2446e-17
5123.250 9.5016e-17
5124.775 9.7319e-17
5126.300 1.063e-16
5127.825 9.925e-17
5129.350 9.9552e-17
5130.875 1.0358e-16
5132.400 8.874e-17
5133.925 9.5416e-17
5135.450 9.1373e-17
5136.975 9.2368e-17
5138.500 9.1479e-17
5140.025 8.6609e-17
5141.550 9.3008e-17
5143.075 9.4825e-17
5144.600 8.4239e-17
5146.125 8.3422e-17
5147.650 8.6996e-17
5149.175 8.4149e-17
5150.700 8.8435e-17
5152.225 8.8871e-17
5153.750 9.1957e-17
5155.275 9.3377e-17
5156.800 8.6549e-17
5158.325 8.6108e-17
5159.850 8.363e-17
5161.375 8.4763e-17
5162.900 8.7284e-17
5164.425 8.7867e-17
5165.950 9.3673e-17
5167.475 8.4422e-17
5169.000 8.2862e-17
5170.525 8.8212e-17
5172.050 8.8615e-17
5173.575 8.3444e-17
5175.100 8.1209e-17
5176.625 7.9506e-17
5178.150 8.0991e-17
5179.675 8.8049e-17
5181.200 9.2564e-17
5182.725 8.9609e-17
5184.250 8.7383e-17
5185.775 9.0643e-17
5187.300 8.8301e-17
5188.825 9.2522e-17
5190.350 9.0102e-17
5191.875 8.2314e-17
5193.400 8.424e-17
5194.925 8.7571e-17
5196.450 8.1062e-17
5197.975 8.4741e-17
5199.500 8.0787e-17
5201.025 8.3528e-17
5202.550 9.1053e-17
5204.075 1.0092e-16
5205.600 9.5645e-17
5207.125 8.7845e-17
5208.650 9.2751e-17
5210.175 9.3348e-17
5211.700 9.6155e-17
5213.225 9.389e-17
5214.750 9.6845e-17
5216.275 9.2587e-17
5217.800 9.0541e-17
5219.325 9.5962e-17
5220.850 9.0675e-17
5222.375 9.427e-17
5223.900 9.8461e-17
5225.425 9.1146e-17
5226.950 8.9868e-17
5228.475 9.4771e-17
5230.000 9.7423e-17
5231.525 9.1546e-17
5233.050 1.0206e-16
5234.575 1.0614e-16
5236.100 1.0107e-16
5237.625 9.9906e-17
5239.150 9.8533e-17
5240.675 1.0453e-16
5242.200 9.8989e-17
5243.725 8.6576e-17
5245.250 9.4756e-17
5246.775 9.8253e-17
5248.300 9.8673e-17
5249.825 1.0003e-16
5251.350 9.4842e-17
5252.875 1.0591e-16
5254.400 9.5539e-17
5255.925 1.0019e-16
5257.450 1.0177e-16
5258.975 9.8726e-17
5260.500 9.6206e-17
5262.025 9.4569e-17
5263.550 9.9521e-17
5265.075 1.0449e-16
5266.600 1.0464e-16
5268.125 1.0345e-16
5269.650 1.0064e-16
5271.175 1.0071e-16
5272.700 1.011e-16
5274.225 1.0733e-16
5275.750 9.9541e-17
5277.275 1.0273e-16
5278.800 9.8984e-17
5280.325 1.0836e-16
5281.850 1.0585e-16
5283.375 1.0768e-16
5284.900 1.0763e-16
5286.425 1.0363e-16
5287.950 1.0413e-16
5289.475 1.0108e-16
5291.000 1.0022e-16
5292.525 1.0637e-16
5294.050 1.0658e-16
5295.575 9.8939e-17
5297.100 1.0479e-16
5298.625 1.0939e-16
5300.150 1.0148e-16
5301.675 1.0886e-16
5303.200 1.1123e-16
5304.725 1.0526e-16
5306.250 1.0317e-16
5307.775 1.1054e-16
5309.300 1.0654e-16
5310.825 1.0478e-16
5312.350 9.8833e-17
5313.875 1.0741e-16
5315.400 1.137e-16
5316.925 1.053e-16
5318.450 1.0499e-16
5319.975 1.0731e-16
5321.500 1.1838e-16
5323.025 1.1293e-16
5324.550 1.1189e-16
5326.075 1.0394e-16
5327.600 9.7248e-17
5329.125 1.0244e-16
5330.650 1.0472e-16
5332.175 1.0362e-16
5333.700 1.0702e-16
5335.225 1.0919e-16
5336.750 1.052e-16
5338.275 1.0898e-16
5339.800 1.0941e-16
5341.325 1.124e-16
5342.850 1.0835e-16
5344.375 1.084e-16
5345.900 1.1035e-16
5347.425 1.1185e-16
5348.950 1.0172e-16
5350.475 1.0688e-16
5352.000 1.0858e-16
5353.525 1.0684e-16
5355.050 9.9211e-17
5356.575 1.0991e-16
5358.100 1.171e-16
5359.625 1.1307e-16
5361.150 1.1301e-16
5362.675 1.1559e-16
5364.200 1.0788e-16
5365.725 1.1139e-16
5367.250 1.0608e-16
5368.775 1.1197e-16
5370.300 1.1261e-16
5371.825 1.1219e-16
5373.350 1.0311e-16
5374.875 1.122e-16
5376.400 1.1315e-16
5377.925 1.0939e-16
5379.450 1.2352e-16
5380.975 1.2175e-16
5382.500 1.11e-16
5384.025 1.1166e-16
5385.550 1.1173e-16
5387.075 1.1186e-16
5388.600 1.1832e-16
5390.125 1.1744e-16
5391.650 1.1826e-16
5393.175 1.1872e-16
5394.700 1.1506e-16
5396.225 1.1945e-16
5397.750 1.2283e-16
5399.275 1.1215e-16
5400.800 1.2435e-16
5402.325 1.3318e-16
5403.850 1.2335e-16
5405.375 1.1843e-16
5406.900 1.1261e-16
5408.425 1.1808e-16
5409.950 1.2895e-16
5411.475 1.2345e-16
5413.000 1.2517e-16
5414.525 1.1786e-16
5416.050 1.1298e-16
5417.575 1.1437e-16
5419.100 1.2167e-16
5420.625 1.3001e-16
5422.150 1.2064e-16
5423.675 1.2493e-16
5425.200 1.2373e-16
5426.725 1.2761e-16
5428.250 1.264e-16
5429.775 1.236e-16
5431.300 1.1256e-16
5432.825 1.203e-16
5434.350 1.216e-16
5435.875 1.1599e-16
5437.400 1.3042e-16
5438.925 1.3358e-16
5440.450 1.2363e-16
5441.975 1.3144e-16
5443.500 1.1825e-16
5445.025 1.1851e-16
5446.550 1.2696e-16
5448.075 1.2323e-16
5449.600 1.2277e-16
5451.125 1.2276e-16
5452.650 1.1146e-16
5454.175 1.0795e-16
5455.700 1.1103e-16
5457.225 1.1085e-16
5458.750 1.1507e-16
5460.275 1.1626e-16
5461.800 1.2227e-16
5463.325 9.6192e-17
5464.850 1.1415e-16
5466.375 1.1631e-16
5467.900 1.2321e-16
5469.425 1.1728e-16
5470.950 1.0944e-16
5472.475 1.0723e-16
5474.000 1.1905e-16
5475.525 1.1007e-16
5477.050 9.9042e-17
5478.575 1.0869e-16
5480.100 9.3633e-17
5481.625 9.0454e-17
5483.150 1.1195e-16
5484.675 1.1731e-16
5486.200 1.1264e-16
5487.725 1.2745e-16
5489.250 1.01e-16
5490.775 1.0919e-16
5492.300 1.1709e-16
5493.825 1.2844e-16
5495.350 1.1193e-16
5496.875 1.248e-16
5498.400 1.1357e-16
5499.925 9.92e-17
5501.450 1.0853e-16
5502.975 1.1611e-16
5504.500 1.0937e-16
5506.025 1.1096e-16
5507.550 1.1158e-16
5509.075 1.1145e-16
5510.600 1.1632e-16
5512.125 1.115e-16
5513.650 1.1119e-16
5515.175 1.1496e-16
5516.700 1.135e-16
5518.225 1.1205e-16
5519.750 1.1025e-16
5521.275 1.2072e-16
5522.800 1.1889e-16
5524.325 1.0589e-16
5525.850 1.0599e-16
5527.375 1.1163e-16
5528.900 1.0699e-16
5530.425 1.1345e-16
5531.950 1.1972e-16
5533.475 1.118e-16
5535.000 1.1528e-16
5536.525 1.1916e-16
5538.050 1.2251e-16
5539.575 1.171e-16
5541.100 1.2116e-16
5542.625 1.1905e-16
5544.150 1.1576e-16
5545.675 1.2225e-16
5547.200 1.2406e-16
5548.725 1.2501e-16
5550.250 1.1771e-16
5551.775 1.154e-16
5553.300 1.1963e-16
5554.825 1.2265e-16
5556.350 1.1913e-16
5557.875 1.2086e-16
5559.400 1.2279e-16
5560.925 1.2572e-16
5562.450 1.3014e-16
5563.975 1.2851e-16
5565.500 1.2583e-16
5567.025 1.2642e-16
5568.550 1.2614e-16
5570.075 1.2464e-16
5571.600 1.2576e-16
5573.125 1.2812e-16
5574.650 1.3191e-16
5576.175 1.3489e-16
5577.700 1.3022e-16
5579.225 1.3499e-16
5580.750 1.322e-16
5582.275 1.2709e-16
5583.800 1.2423e-16
5585.325 1.2803e-16
5586.850 1.4009e-16
5588.375 1.3174e-16
5589.900 1.1938e-16
5591.425 1.2259e-16
5592.950 1.2349e-16
5594.475 1.2323e-16
5596.000 1.3207e-16
5597.525 1.268e-16
5599.050 1.3107e-16
5600.575 1.2812e-16
5602.100 1.2647e-16
5603.625 1.2935e-16
5605.150 1.3029e-16
5606.675 1.2883e-16
5608.200 1.2898e-16
5609.725 1.3104e-16
5611.250 1.2245e-16
5612.775 1.2435e-16
5614.300 1.2867e-16
5615.825 1.2432e-16
5617.350 1.2335e-16
5618.875 1.2392e-16
5620.400 1.2707e-16
5621.925 1.2521e-16
5623.450 1.2637e-16
5624.975 1.2661e-16
5626.500 1.2088e-16
5628.025 1.1837e-16
5629.550 1.169e-16
5631.075 1.2005e-16
5632.600 1.1822e-16
5634.125 1.0877e-16
5635.650 1.1227e-16
5637.175 1.2226e-16
5638.700 1.1606e-16
5640.225 1.1685e-16
5641.750 1.2104e-16
5643.275 1.209e-16
5644.800 1.1418e-16
5646.325 1.0888e-16
5647.850 1.0814e-16
5649.375 1.0946e-16
5650.900 1.1194e-16
5652.425 1.1719e-16
5653.950 1.1274e-16
5655.475 1.041e-16
5657.000 1.0333e-16
5658.525 1.0823e-16
5660.050 1.1307e-16
5661.575 1.1303e-16
5663.100 1.1725e-16
5664.625 1.175e-16
5666.150 1.1623e-16
5667.675 1.0976e-16
5669.200 1.0501e-16
5670.725 1.109e-16
5672.250 1.1463e-16
5673.775 1.1826e-16
5675.300 1.089e-16
5676.825 1.1173e-16
5678.350 1.0935e-16
5679.875 1.1416e-16
5681.400 1.1077e-16
5682.925 1.0271e-16
5684.450 1.046e-16
5685.975 1.0632e-16
5687.500 1.0668e-16
5689.025 1.0684e-16
5690.550 1.063e-16
5692.075 1.0699e-16
5693.600 1.0506e-16
5695.125 1.126e-16
5696.650 1.1946e-16
5698.175 1.1395e-16
5699.700 1.1675e-16
5701.225 1.1756e-16
5702.750 1.1492e-16
5704.275 1.1769e-16
5705.800 1.1388e-16
5707.325 1.1537e-16
5708.850 1.1812e-16
5710.375 1.1601e-16
5711.900 1.1398e-16
5713.425 1.1112e-16
5714.950 1.1226e-16
5716.475 1.1766e-16
5718.000 1.2003e-16
5719.525 1.2216e-16
5721.050 1.2414e-16
5722.575 1.1519e-16
5724.100 1.0347e-16
5725.625 1.1098e-16
5727.150 1.145e-16
5728.675 1.1982e-16
5730.200 1.2174e-16
5731.725 1.2471e-16
5733.250 1.2877e-16
5734.775 1.2658e-16
5736.300 1.2329e-16
5737.825 1.2647e-16
5739.350 1.2664e-16
5740.875 1.3092e-16
5742.400 1.3159e-16
5743.925 1.2452e-16
5745.450 1.2184e-16
5746.975 1.2563e-16
5748.500 1.2558e-16
5750.025 1.2731e-16
5751.550 1.274e-16
5753.075 1.2615e-16
5754.600 1.2716e-16
5756.125 1.2714e-16
5757.650 1.2845e-16
5759.175 1.2998e-16
5760.700 1.2551e-16
5762.225 1.2551e-16
5763.750 1.3054e-16
5765.275 1.2773e-16
5766.800 1.2922e-16
5768.325 1.3244e-16
5769.850 1.3479e-16
5771.375 1.343e-16
5772.900 1.3266e-16
5774.425 1.2489e-16
5775.950 1.2361e-16
5777.475 1.2249e-16
5779.000 1.2733e-16
5780.525 1.2942e-16
5782.050 1.2717e-16
5783.575 1.2779e-16
5785.100 1.2695e-16
5786.625 1.2611e-16
5788.150 1.2257e-16
5789.675 1.2587e-16
5791.200 1.2719e-16
5792.725 1.2256e-16
5794.250 1.2219e-16
5795.775 1.2501e-16
5797.300 1.2572e-16
5798.825 1.2585e-16
5800.350 1.2733e-16
5801.875 1.303e-16
5803.400 1.3232e-16
5804.925 1.3096e-16
5806.450 1.2612e-16
5807.975 1.2456e-16
5809.500 1.2561e-16
5811.025 1.1956e-16
5812.550 1.2715e-16
5814.075 1.3739e-16
5815.600 1.3506e-16
5817.125 1.2483e-16
5818.650 1.1922e-16
5820.175 1.2175e-16
5821.700 1.2533e-16
5823.225 1.2621e-16
5824.750 1.2587e-16
5826.275 1.2305e-16
5827.800 1.2128e-16
5829.325 1.2579e-16
5830.850 1.2824e-16
5832.375 1.2783e-16
5833.900 1.2318e-16
5835.425 1.2132e-16
5836.950 1.2438e-16
5838.475 1.2246e-16
5840.000 1.2035e-16
5841.525 1.1988e-16
5843.050 1.1903e-16
5844.575 1.1832e-16
5846.100 1.1742e-16
5847.625 1.1384e-16
5849.150 1.1916e-16
5850.675 1.2228e-16
5852.200 1.2003e-16
5853.725 1.1992e-16
5855.250 1.1948e-16
5856.775 1.1636e-16
5858.300 1.163e-16
5859.825 1.1342e-16
5861.350 1.1213e-16
5862.875 1.1606e-16
5864.400 1.1705e-16
5865.925 1.1368e-16
5867.450 1.1457e-16
5868.975 1.1526e-16
5870.500 1.0863e-16
5872.025 1.0593e-16
5873.550 1.1403e-16
5875.075 1.1783e-16
5876.600 1.1607e-16
5878.125 1.1785e-16
5879.650 1.2207e-16
5881.175 1.1736e-16
5882.700 1.1482e-16
5884.225 1.1968e-16
5885.750 1.1223e-16
5887.275 1.0824e-16
5888.800 1.129e-16
5890.325 9.7233e-17
5891.850 8.8704e-17
5893.375 1.0451e-16
5894.900 1.1677e-16
5896.425 1.1554e-16
5897.950 1.1186e-16
5899.475 1.1501e-16
5901.000 1.1512e-16
5902.525 1.1521e-16
5904.050 1.1322e-16
5905.575 1.1388e-16
5907.100 1.1263e-16
5908.625 1.1225e-16
5910.150 1.1761e-16
5911.675 1.149e-16
5913.200 1.0923e-16
5914.725 1.1132e-16
5916.250 1.1384e-16
5917.775 1.1119e-16
5919.300 1.083e-16
5920.825 1.0332e-16
5922.350 1.0102e-16
5923.875 1.0509e-16
5925.400 1.0784e-16
5926.925 1.0797e-16
5928.450 1.1023e-16
5929.975 1.1472e-16
5931.500 1.1292e-16
5933.025 1.0103e-16
5934.550 9.5227e-17
5936.075 9.9878e-17
5937.600 9.9957e-17
5939.125 9.8808e-17
5940.650 1.0036e-16
5942.175 9.9238e-17
5943.700 9.791e-17
5945.225 9.4334e-17
5946.750 9.0557e-17
5948.275 8.8941e-17
5949.800 9.0786e-17
5951.325 9.1616e-17
5952.850 8.8561e-17
5954.375 8.7383e-17
5955.900 8.6115e-17
5957.425 8.6489e-17
5958.950 8.9773e-17
5960.475 9.1535e-17
5962.000 8.9863e-17
5963.525 8.5569e-17
5965.050 8.4685e-17
5966.575 8.7002e-17
5968.100 8.294e-17
5969.625 7.9251e-17
5971.150 8.262e-17
5972.675 8.9722e-17
5974.200 8.8487e-17
5975.725 8.3237e-17
5977.250 8.5314e-17
5978.775 8.7788e-17
5980.300 8.8535e-17
5981.825 8.8311e-17
5983.350 9.0928e-17
5984.875 9.1172e-17
5986.400 8.5324e-17
5987.925 8.3424e-17
5989.450 8.868e-17
5990.975 8.888e-17
5992.500 8.5236e-17
5994.025 8.6405e-17
5995.550 8.9911e-17
5997.075 8.9863e-17
5998.600 8.8748e-17
6000.125 9.0234e-17
6001.650 9.0909e-17
6003.175 8.8827e-17
6004.700 8.6594e-17
6006.225 9.203e-17
6007.750 1.0159e-16
6009.275 1.0253e-16
6010.800 9.1084e-17
6012.325 8.6835e-17
6013.850 9.7085e-17
6015.375 9.9841e-17
6016.900 9.8592e-17
6018.425 9.7502e-17
6019.950 9.4955e-17
6021.475 9.5681e-17
6023.000 9.7451e-17
6024.525 1.0038e-16
6026.050 1.0253e-16
6027.575 1.0485e-16
6029.100 1.0538e-16
6030.625 1.0348e-16
6032.150 1.0274e-16
6033.675 1.0236e-16
6035.200 9.9654e-17
6036.725 1.0181e-16
6038.250 1.045e-16
6039.775 1.0049e-16
6041.300 9.9125e-17
6042.825 1.0344e-16
6044.350 1.0867e-16
6045.875 1.1105e-16
6047.400 1.0647e-16
6048.925 1.0344e-16
6050.450 1.0572e-16
6051.975 1.0813e-16
6053.500 1.0515e-16
6055.025 1.0175e-16
6056.550 1.0695e-16
6058.075 1.104e-16
6059.600 1.1009e-16
6061.125 1.0794e-16
6062.650 1.0518e-16
6064.175 1.0451e-16
6065.700 1.0959e-16
6067.225 1.123e-16
6068.750 1.0898e-16
6070.275 1.1178e-16
6071.800 1.1178e-16
6073.325 1.0969e-16
6074.850 1.1229e-16
6076.375 1.1393e-16
6077.900 1.1527e-16
6079.425 1.1826e-16
6080.950 1.2001e-16
6082.475 1.1634e-16
6084.000 1.1289e-16
6085.525 1.1854e-16
6087.050 1.2663e-16
6088.575 1.2326e-16
6090.100 1.1773e-16
6091.625 1.2239e-16
6093.150 1.1965e-16
6094.675 1.142e-16
6096.200 1.1841e-16
6097.725 1.1645e-16
6099.250 1.1243e-16
6100.775 1.1657e-16
6102.300 1.2092e-16
6103.825 1.2036e-16
6105.350 1.1791e-16
6106.875 1.1949e-16
6108.400 1.2253e-16
6109.925 1.1984e-16
6111.450 1.165e-16
6112.975 1.2025e-16
6114.500 1.2148e-16
6116.025 1.1804e-16
6117.550 1.1634e-16
6119.075 1.1496e-16
6120.600 1.1869e-16
6122.125 1.2224e-16
6123.650 1.2278e-16
6125.175 1.2182e-16
6126.700 1.2283e-16
6128.225 1.226e-16
6129.750 1.1963e-16
6131.275 1.2161e-16
6132.800 1.2263e-16
6134.325 1.2097e-16
6135.850 1.2295e-16
6137.375 1.2413e-16
6138.900 1.1671e-16
6140.425 1.1616e-16
6141.950 1.1979e-16
6143.475 1.1652e-16
6145.000 1.1665e-16
6146.525 1.2132e-16
6148.050 1.19e-16
6149.575 1.1364e-16
6151.100 1.156e-16
6152.625 1.1995e-16
6154.150 1.1952e-16
6155.675 1.1484e-16
6157.200 1.1578e-16
6158.725 1.1412e-16
6160.250 1.1288e-16
6161.775 1.1862e-16
6163.300 1.1712e-16
6164.825 1.1465e-16
6166.350 1.2204e-16
6167.875 1.2674e-16
6169.400 1.2132e-16
6170.925 1.1874e-16
6172.450 1.1839e-16
6173.975 1.1566e-16
6175.500 1.1522e-16
6177.025 1.1698e-16
6178.550 1.1977e-16
6180.075 1.1794e-16
6181.600 1.1556e-16
6183.125 1.1958e-16
6184.650 1.2325e-16
6186.175 1.2125e-16
6187.700 1.1805e-16
6189.225 1.1594e-16
6190.750 1.1837e-16
6192.275 1.2107e-16
6193.800 1.1981e-16
6195.325 1.1942e-16
6196.850 1.218e-16
6198.375 1.1965e-16
6199.900 1.206e-16
6201.425 1.2064e-16
6202.950 1.1884e-16
6204.475 1.1684e-16
6206.000 1.1732e-16
6207.525 1.1626e-16
6209.050 1.1349e-16
6210.575 1.1804e-16
6212.100 1.2086e-16
6213.625 1.2249e-16
6215.150 1.2211e-16
6216.675 1.2124e-16
6218.200 1.2059e-16
6219.725 1.1712e-16
6221.250 1.1677e-16
6222.775 1.2004e-16
6224.300 1.2013e-16
6225.825 1.2197e-16
6227.350 1.2054e-16
6228.875 1.1663e-16
6230.400 1.1447e-16
6231.925 1.1205e-16
6233.450 1.1117e-16
6234.975 1.1331e-16
6236.500 1.0903e-16
6238.025 1.014e-16
6239.550 9.9849e-17
6241.075 1.0649e-16
6242.600 1.1037e-16
6244.125 1.0653e-16
6245.650 1.0593e-16
6247.175 1.1053e-16
6248.700 1.0997e-16
6250.225 1.064e-16
6251.750 1.0833e-16
6253.275 1.1248e-16
6254.800 1.0537e-16
6256.325 1.0249e-16
6257.850 1.056e-16
6259.375 1.0491e-16
6260.900 1.0408e-16
6262.425 1.0802e-16
6263.950 1.0597e-16
6265.475 9.9913e-17
6267.000 1.0052e-16
6268.525 1.0389e-16
6270.050 1.0176e-16
6271.575 9.8877e-17
6273.100 9.6713e-17
6274.625 9.2903e-17
6276.150 9.0279e-17
6277.675 9.0562e-17
6279.200 9.3464e-17
6280.725 9.2762e-17
6282.250 8.5049e-17
6283.775 8.3656e-17
6285.300 8.4221e-17
6286.825 8.5883e-17
6288.350 8.5643e-17
6289.875 8.4823e-17
6291.400 8.4754e-17
6292.925 8.3371e-17
6294.450 8.3155e-17
6295.975 8.497e-17
6297.500 7.913e-17
6299.025 7.3958e-17
6300.550 7.4809e-17
6302.075 7.3661e-17
6303.600 7.2427e-17
6305.125 7.3413e-17
6306.650 7.5599e-17
6308.175 7.2998e-17
6309.700 6.9324e-17
6311.225 6.7423e-17
6312.750 6.8853e-17
6314.275 7.3335e-17
6315.800 7.0278e-17
6317.325 6.5984e-17
6318.850 6.502e-17
6320.375 6.629e-17
6321.900 6.183e-17
6323.425 6.0889e-17
6324.950 6.5838e-17
6326.475 6.5477e-17
6328.000 6.8011e-17
6329.525 6.6871e-17
6331.050 5.9546e-17
6332.575 6.2375e-17
6334.100 6.5639e-17
6335.625 6.3308e-17
6337.150 6.2627e-17
6338.675 5.9708e-17
6340.200 6.0381e-17
6341.725 6.1436e-17
6343.250 6.0131e-17
6344.775 6.4758e-17
6346.300 6.7595e-17
6347.825 6.3149e-17
6349.350 6.1692e-17
6350.875 6.0966e-17
6352.400 5.9058e-17
6353.925 6.3046e-17
6355.450 6.7357e-17
6356.975 6.5439e-17
6358.500 6.1192e-17
6360.025 5.9785e-17
6361.550 6.2502e-17
6363.075 6.3344e-17
6364.600 6.5352e-17
6366.125 6.3492e-17
6367.650 6.3812e-17
6369.175 6.9602e-17
6370.700 7.1285e-17
6372.225 6.8346e-17
6373.750 6.4357e-17
6375.275 6.7559e-17
6376.800 6.7078e-17
6378.325 6.5874e-17
6379.850 6.6659e-17
6381.375 6.6559e-17
6382.900 7.0086e-17
6384.425 7.5261e-17
6385.950 7.9043e-17
6387.475 8.0591e-17
6389.000 7.7803e-17
6390.525 7.4879e-17
6392.050 7.5912e-17
6393.575 7.9755e-17
6395.100 7.9131e-17
6396.625 7.4865e-17
6398.150 7.3446e-17
6399.675 8.0204e-17
6401.200 8.4761e-17
6402.725 8.0293e-17
6404.250 7.7916e-17
6405.775 8.1042e-17
6407.300 8.0164e-17
6408.825 7.8355e-17
6410.350 8.2896e-17
6411.875 8.6849e-17
6413.400 8.4367e-17
6414.925 8.6674e-17
6416.450 8.7074e-17
6417.975 8.8181e-17
6419.500 8.6487e-17
6421.025 8.5549e-17
6422.550 8.6594e-17
6424.075 8.7042e-17
6425.600 9.0188e-17
6427.125 9.406e-17
6428.650 9.0884e-17
6430.175 9.0533e-17
6431.700 9.0664e-17
6433.225 9.2024e-17
6434.750 9.3381e-17
6436.275 9.204e-17
6437.800 8.6703e-17
6439.325 9.0557e-17
6440.850 9.6669e-17
6442.375 1.0123e-16
6443.900 9.7513e-17
6445.425 9.7066e-17
6446.950 1.0038e-16
6448.475 9.7896e-17
6450.000 9.1173e-17
6451.525 9.3512e-17
6453.050 9.5372e-17
6454.575 9.0813e-17
6456.100 9.0362e-17
6457.625 9.8226e-17
6459.150 1.0353e-16
6460.675 1.0381e-16
6462.200 1.0436e-16
6463.725 1.0112e-16
6465.250 9.8632e-17
6466.775 1.0042e-16
6468.300 1.0127e-16
6469.825 1.0304e-16
6471.350 1.0565e-16
6472.875 1.0575e-16
6474.400 1.018e-16
6475.925 1.022e-16
6477.450 1.0662e-16
6478.975 1.0375e-16
6480.500 1.0203e-16
6482.025 1.0426e-16
6483.550 1.0167e-16
6485.075 1.0323e-16
6486.600 1.0435e-16
6488.125 1.1113e-16
6489.650 1.1338e-16
6491.175 1.0988e-16
6492.700 1.1368e-16
6494.225 1.1087e-16
6495.750 1.0415e-16
6497.275 1.0793e-16
6498.800 1.1066e-16
6500.325 1.0927e-16
6501.850 1.1108e-16
6503.375 1.1053e-16
6504.900 1.0238e-16
6506.425 1.0508e-16
6507.950 1.1313e-16
6509.475 1.1126e-16
6511.000 1.0809e-16
6512.525 1.0887e-16
6514.050 1.1194e-16
6515.575 1.1099e-16
6517.100 1.0858e-16
6518.625 1.0913e-16
6520.150 1.0899e-16
6521.675 1.0913e-16
6523.200 1.1159e-16
6524.725 1.1143e-16
6526.250 1.1215e-16
6527.775 1.1532e-16
6529.300 1.1436e-16
6530.825 1.1184e-16
6532.350 1.1746e-16
6533.875 1.1847e-16
6535.400 1.1372e-16
6536.925 1.1413e-16
6538.450 1.1653e-16
6539.975 1.1468e-16
6541.500 1.1387e-16
6543.025 1.134e-16
6544.550 1.1394e-16
6546.075 1.1291e-16
6547.600 1.1225e-16
6549.125 1.1702e-16
6550.650 1.2095e-16
6552.175 1.1926e-16
6553.700 1.1586e-16
6555.225 1.174e-16
6556.750 1.1546e-16
6558.275 1.1392e-16
6559.800 1.1749e-16
6561.325 1.173e-16
6562.850 1.152e-16
6564.375 1.102e-16
6565.900 1.1374e-16
6567.425 1.2153e-16
6568.950 1.1812e-16
6570.475 1.1338e-16
6572.000 1.169e-16
6573.525 1.1878e-16
6575.050 1.2126e-16
6576.575 1.1995e-16
6578.100 1.1583e-16
6579.625 1.169e-16
6581.150 1.1905e-16
6582.675 1.1758e-16
6584.200 1.1511e-16
6585.725 1.1598e-16
6587.250 1.1831e-16
6588.775 1.2091e-16
6590.300 1.2197e-16
6591.825 1.206e-16
6593.350 1.1669e-16
6594.875 1.1761e-16
6596.400 1.234e-16
6597.925 1.2213e-16
6599.450 1.1743e-16
6600.975 1.1857e-16
6602.500 1.2083e-16
6604.025 1.199e-16
6605.550 1.1744e-16
6607.075 1.1513e-16
